Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC
4,"R. Boča, Ľ. Dlháň, M. Kopáni, M. Miglierini, V. Mrázová, M. Čaplovičová","Deposits of iron oxides in the human spleen",2013,"Polyhedron","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887451827&doi=10.1016%2fj.poly.2013.02.023&partnerID=40&md5=65bfb674bd714dfe03e64a1682ebf7e2","",123,"2016-12-21","Article","10.1016/j.poly.2013.02.023","","",66,0,65,69,4
0,"E. Ürgeová, K. Vulganová, Ä. Polívka","Content of selected secondary metabolites in wild hop",2013,"Chemical Papers","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873413194&doi=10.2478%2fs11696-012-0213-8&partnerID=40&md5=1f6473f1f17f40978a9baf14b1f58dc1","",124,"2016-12-21","Conference Paper","10.2478/s11696-012-0213-8","","",67,3,249,253,0
6,"V. Frišták, M. Pipiška, M. Horník, J. Augustín, J. Lesný","Sludge of wastewater treatment plants as Co2+ ions sorbent",2013,"Chemical Papers","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873412590&doi=10.2478%2fs11696-012-0244-1&partnerID=40&md5=a32657e71fe05b7236efdfc97d18d5de","",125,"2016-12-21","Conference Paper","10.2478/s11696-012-0244-1","","",67,3,265,273,6
7,"M. Horník, A. Šuňovská, D. Partelová, M. Pipíška, J. Augustín","Continuous sorption of synthetic dyes on dried biomass of microalga Chlorella pyrenoidosa",2013,"Chemical Papers","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873409971&doi=10.2478%2fs11696-012-0235-2&partnerID=40&md5=e01648fa73db2f642024d7c604476a70","",126,"2016-12-21","Conference Paper","10.2478/s11696-012-0235-2","","",67,3,254,264,7
5,"P. Nemeček, J. Mocák, J. Lehotay, K. Waisser","Prediction of anti-tuberculosis activity of 3-phenyl-2H-1,3-benzoxazine-2, 4(3H)-dione derivatives",2013,"Chemical Papers","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873405744&doi=10.2478%2fs11696-012-0278-4&partnerID=40&md5=6bf98f89c7d466a8ecc605eab8187063","",127,"2016-12-21","Conference Paper","10.2478/s11696-012-0278-4","","",67,3,305,312,5
3,"L. Mikuš, M. Kováčová, L. Dodok, A. Medveďová, L. Mikušová, E. Šturdík","Effects of enzymes and hydrocolloids on physical, sensory, and shelf-life properties of wheat bread",2013,"Chemical Papers","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873405817&doi=10.2478%2fs11696-012-0286-4&partnerID=40&md5=6333446792a8d28ed8e571b316ab2a8c","",128,"2016-12-21","Conference Paper","10.2478/s11696-012-0286-4","","",67,3,292,299,3
1,"M. Idešicová, A. Krutošíková, V. Mrázová, R. Boča","Magnetic chains formed from tetra-coordinate Co(II) complexes",2013,"Chemical Papers","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873409658&doi=10.2478%2fs11696-012-0187-6&partnerID=40&md5=9380f5eaa0e6f00fc65dc25ad2372129","",129,"2016-12-21","Conference Paper","10.2478/s11696-012-0187-6","","",67,3,300,304,1
1,"A. Bednárová, J. Mocák, W. Gössler, M. Velik, J. Kaufmann, L. Staruch","Effect of animal age and gender on fatty acid and elemental composition in Austrian beef applicable for authentication purposes",2013,"Chemical Papers","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873407882&doi=10.2478%2fs11696-012-0179-6&partnerID=40&md5=5229b4b00b9bf582db3807db19d4d571","",130,"2016-12-21","Conference Paper","10.2478/s11696-012-0179-6","","",67,3,274,283,1
3,"L. Mikušová, P. Gereková, M. Kocková, E. Šturdík, M. Valachovičová, A. Holubková, M. Vajdák, Ä. Mikuš","Nutritional, antioxidant, and glycaemic characteristics of new functional bread",2013,"Chemical Papers","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873411235&doi=10.2478%2fs11696-012-0258-8&partnerID=40&md5=0de4259a42c767d85e3f191819cc9c13","",131,"2016-12-21","Conference Paper","10.2478/s11696-012-0258-8","","",67,3,284,291,3
18,"K. Majzlová, Z. Pukajová, Š. Janeček","Tracing the evolution of the α-amylase subfamily GH13-36 covering the amylolytic enzymes intermediate between oligo-1,6-glucosidases and neopullulanases",2013,"Carbohydrate Research","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872127693&doi=10.1016%2fj.carres.2012.11.022&partnerID=40&md5=2ca971f8ca0b910903293fa22fb4a54c","",132,"2016-12-21","Article","10.1016/j.carres.2012.11.022","","",367,0,48,57,18
18,"J. Pavlik, R. Boča","Established static models of spin crossover",2013,"European Journal of Inorganic Chemistry","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875710199&doi=10.1002%2fejic.201201082&partnerID=40&md5=a61399cbeb7cae3823ec0c3a151aca40","",133,"2016-12-21","Review","10.1002/ejic.201201082","","",0,5,697,709,18
10,"C. Krüger, P. Augustín, I. Nemec, Z. Trávníček, H. Oshio, R. Boča, F. Renz","Spin crossover in iron(III) complexes with pentadentate schiff base ligands and pseudohalido coligands",2013,"European Journal of Inorganic Chemistry","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875690769&doi=10.1002%2fejic.201201038&partnerID=40&md5=64878875bafab200bddc8c1402ccbd9f","",134,"2016-12-21","Article","10.1002/ejic.201201038","","",0,5,902,915,10
9,"A. Abedi, V. Amani, R. Boča, L. Dlháň, H.R. Khavasi, N. Safari","Bis(isothiocyanato)iron(II) complexes with bithiazole ligands: Structure and magnetic studies",2013,"Inorganica Chimica Acta","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870873997&doi=10.1016%2fj.ica.2012.10.037&partnerID=40&md5=40bad77a1e2ffabf5ced1fc2f2225110","",135,"2016-12-21","Article","10.1016/j.ica.2012.10.037","","",395,0,58,66,9
10,"J. Hudák, R. Boča, J. Moncol, J. Titiš","Magnetism of dinuclear benzoato cobalt(II) complexes modeled by a general bilinear exchange",2013,"Inorganica Chimica Acta","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867136815&doi=10.1016%2fj.ica.2012.09.001&partnerID=40&md5=37d659d897c0b2c98d974e88a6c24870","",136,"2016-12-21","Article","10.1016/j.ica.2012.09.001","","",394,0,401,409,10
7,"L. Tišáková, M. Pipíška, A. Godány, M. Horník, B. Vidová, J. Augustín","Bioaccumulation of 137Cs and 60Co by bacteria isolated from spent nuclear fuel pools",2013,"Journal of Radioanalytical and Nuclear Chemistry","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871898461&doi=10.1007%2fs10967-012-1932-6&partnerID=40&md5=512db7030b51490be3312bd8aa84eba8","",137,"2016-12-21","Article","10.1007/s10967-012-1932-6","","",295,1,737,748,7
2,"M. Kotus, D. Matisková, L. Mura","Impact of technological factors on dosing of metal at die-casting",2013,"Advanced Materials Research","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886242304&doi=10.4028%2fwww.scientific.net%2fAMR.801.143&partnerID=40&md5=e16379b5f5659cfded6f387f005d6043","",138,"2016-12-21","Article","10.4028/www.scientific.net/AMR.801.143","","",801,0,143,149,2
2,"J. Pavlik, W. Nicolazzi, G. Molnár, R. Boča, A. Bousseksou","Coupled magnetic interactions and the Ising-like model for spin crossover in binuclear compounds",2013,"European Physical Journal B","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898851562&doi=10.1140%2fepjb%2fe2013-30613-7&partnerID=40&md5=2cfbc6b1fa9a274227ecc7f9c5e84719","",139,"2016-12-21","Article","10.1140/epjb/e2013-30613-7","","",86,6,0,0,2
2,"T. Maliar, M. Maliarová, J. Kraic, M. Ondrejovič, I. Pšenáková, M. Havrlentová","Thermal and acido-basic stability of antioxidant properties of extracts from cereal and pseudocereal grains",2013,"Biologia (Poland)","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871664500&doi=10.2478%2fs11756-012-0141-7&partnerID=40&md5=d91239460434eaccce9788b68aba1bdd","",140,"2016-12-21","Article","10.2478/s11756-012-0141-7","","",68,1,99,104,2
0,"R. Boča, M. Kopáni, M. Miglierini, M. Čaplovičová, V. Mrázová, L. Dlháň","Magnetic and non-magnetic iron-oxide deposits in basal ganglia",2013,"Brain Research Journal","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899658704&partnerID=40&md5=efd624c8c8914e847166ab70f7e722a5","",141,"2016-12-21","Article","","","",6,4,409,487,0
17,"F. Puspasari, O.K. Radjasa, A.S. Noer, Z. Nurachman, Y.M. Syah, M. van der Maarel, L. Dijkhuizen, S. Janeček, D. Natalia","Raw starch-degrading α-amylase from Bacillus aquimaris MKSC 6.2: Isolation and expression of the gene, bioinformatics and biochemical characterization of the recombinant enzyme",2013,"Journal of Applied Microbiology","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871118741&doi=10.1111%2fjam.12025&partnerID=40&md5=8b117c963e5b96a5fc2aeadd062ca24c","",142,"2016-12-21","Article","10.1111/jam.12025","","",114,1,108,120,17
2,"R. Halenar","Matlab routines used for real time ETL method",2012,"Applied Mechanics and Materials","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871361052&doi=10.4028%2fwww.scientific.net%2fAMM.229-231.2125&partnerID=40&md5=c9d1eaf1842be8307220af119fa30b7f","",143,"2016-12-21","Conference Paper","10.4028/www.scientific.net/AMM.229-231.2125","","",229,0,2125,2129,2
51,"R. Boča","A Handbook of Magnetochemical Formulae",2012,"A Handbook of Magnetochemical Formulae","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870503511&partnerID=40&md5=88ea13665a18074aef2f3712953b5db3","",144,"2016-12-21","Book","","","",0,0,0,0,51
2,"J. Viskupicova, M. Danihelova, M. Majekova, T. Liptaj, E. Sturdik","Polyphenol fatty acid esters as serine protease inhibitors: A quantum-chemical QSAR analysis",2012,"Journal of Enzyme Inhibition and Medicinal Chemistry","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870572777&doi=10.3109%2f14756366.2010.616860&partnerID=40&md5=0d04c9ca43ebecbed77f53bba5c06c0b","",145,"2016-12-21","Article","10.3109/14756366.2010.616860","","",27,6,800,809,2
8,"M. Vavra, I. Potočňák, M. Marhefková, R. Boča, L'. Dlháň","Low-dimensional compounds containing cyanido groups. XXII. Crystal structure, spectroscopic, thermal and magnetic properties of four Cu(II) tetracyanidoplatinates with atypical chain-like structures",2012,"Polyhedron","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867420667&doi=10.1016%2fj.poly.2012.08.070&partnerID=40&md5=6462729bb6a91acac28877bf0e6291a2","",146,"2016-12-21","Article","10.1016/j.poly.2012.08.070","","",48,1,227,236,8
0,"V. Siládi, L. Huraj, E. Vesel, N. Poľcák","A parallel processing of spatial data interpolation on computing cloud",2012,"ACM International Conference Proceeding Series","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867386537&doi=10.1145%2f2371316.2371354&partnerID=40&md5=71be0f68f0750b6e57bd44ed363d60d5","",147,"2016-12-21","Conference Paper","10.1145/2371316.2371354","","",0,0,193,198,0
0,"R. Gašparová, J. Titiš, F. Kraic","Synthesis of furo[3,2-b]pyrrole-5-carboxhydrazides and their Cu, Co and Ni complexes.",2012,"TheScientificWorldJournal","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861027299&partnerID=40&md5=ecec44dfa58bffed058dd92546e0b47f","",148,"2016-12-21","Article","","","",2012,0,915798,0,0
10,"Š. Janeček, A. Kuchtová","In silico identification of catalytic residues and domain fold of the family GH119 sharing the catalytic machinery with the α-amylase family GH57",2012,"FEBS Letters","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866630737&doi=10.1016%2fj.febslet.2012.07.020&partnerID=40&md5=46f2629ee9cb9e193b13d51c947d6572","",149,"2016-12-21","Article","10.1016/j.febslet.2012.07.020","","",586,19,3360,3366,10
1,"F. Cacho, L. Lauko, A. Manova, J. Dzurov, E. Beinrohr","Sequential determination of total arsenic and cadmium in concentrated cadmium sulphate solutions by flow-through stripping chronopotentiometry after online cation exchanger separation",2012,"Journal of Analytical Methods in Chemistry","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865015978&doi=10.1155%2f2012%2f814983&partnerID=40&md5=8c8209a009694d3f0f4fb2ef0b34ae78","",150,"2016-12-21","Article","10.1155/2012/814983","","",1,1,0,0,1
55,"D.S. Nesterov, E.N. Chygorin, V.N. Kokozay, V.V. Bon, R. Boča, Y.N. Kozlov, L.S. Shul'Pina, J. Jezierska, A. Ozarowski, A.J.L. Pombeiro, G.B. Shul'Pin","Heterometallic Co III 4Fe III 2 schiff base complex: Structure, electron paramagnetic resonance, and alkane oxidation catalytic activity",2012,"Inorganic Chemistry","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865262860&doi=10.1021%2fic301460q&partnerID=40&md5=ee476b147a88845bca686c3826eaf7e1","",151,"2016-12-21","Article","10.1021/ic301460q","","",51,16,9110,9122,55
9,"E. Chmielewská, J. Lesný","Selective ion exchange onto Slovakian natural zeolites in aqueous solutions",2012,"Journal of Radioanalytical and Nuclear Chemistry","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864294655&doi=10.1007%2fs10967-012-1692-3&partnerID=40&md5=46b50d0b9a9bbb7fe23a6def8aeef299","",152,"2016-12-21","Article","10.1007/s10967-012-1692-3","","",293,2,535,543,9
11,"A. Žofajová, I. Pšenáková, M. Havrlentová, M. Piliarová","Accumulation of total anthocyanins in wheat grain",2012,"Agriculture","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877667762&doi=10.2478%2fv10207-012-0006-7&partnerID=40&md5=63f744a104f487db684623ce4139c688","",153,"2016-12-21","Review","10.2478/v10207-012-0006-7","","",58,2,50,56,11
2,"M. Ondrejovič, F. Kraic, H. Benkovičová, S. Šilhár","Optimisation of antioxidant extraction from lemon balm (Melissa officinalis)",2012,"Czech Journal of Food Sciences","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862558076&partnerID=40&md5=1805df0463dcfdcac1ca7ac570665335","",154,"2016-12-21","Article","","","",30,4,385,393,2
0,"Ľ. Daško, J. Drímal, M. Klimeková, E. Ürgeová","Response of organically and conventionally produced potatoes to a controlled attack of a pathogen",2012,"Journal of Food and Nutrition Research","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862579032&partnerID=40&md5=20df24923221e02d5e3bb132ecd1b3a9","",155,"2016-12-21","Article","","","",51,2,89,95,0
10,"J. Titiš, J. Hudák, J. Kožíšek, A. Krutošíková, J. Moncol', D. Tarabová, R. Boča","Structural, spectral and magnetic properties of carboxylato cobalt(II) complexes with heterocyclic N-donor ligands: Reconstruction of magnetic parameters from electronic spectra",2012,"Inorganica Chimica Acta","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860516672&doi=10.1016%2fj.ica.2012.03.036&partnerID=40&md5=9c138b7f4657c663547364c5874c9bd7","",156,"2016-12-21","Article","10.1016/j.ica.2012.03.036","","",388,0,106,113,10
5,"E.A. Buvaylo, O.V. Nesterova, V.N. Kokozay, O.Y. Vassilyeva, B.W. Skelton, R. Boča, D.S. Nesterov","Discussion of planarity of molecular structures using novel pentanuclear Cu/Ni complexes as an example",2012,"Crystal Growth and Design","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861865645&doi=10.1021%2fcg300353b&partnerID=40&md5=100e801c7bfc480bdb95856b22d8ecd4","",157,"2016-12-21","Article","10.1021/cg300353b","","",12,6,3200,3208,5
5,"J. Marešová, M. Pipíška, L. Remenárová, J. Augustín, M. Horník, J. Lesný","Foliar uptake of zinc by vascular plants: Radiometric study",2012,"Journal of Radioanalytical and Nuclear Chemistry","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863448429&doi=10.1007%2fs10967-012-1642-0&partnerID=40&md5=b0289bbfbd89c9d465df61f81a2a0ad2","",158,"2016-12-21","Article","10.1007/s10967-012-1642-0","","",291,3,1329,1337,5
3,"R. Murín, K. Mészáros, P. Nemeček, R. Kuna, J. Faragó","Regeneration of immature and mature embryos from diverse sets of wheat genotypes using media containing different auxins",2012,"Acta Agronomica Hungarica","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863596482&doi=10.1556%2fAAgr.60.2012.2.2&partnerID=40&md5=5eb91eca9efa91991010b11571dfab7f","",159,"2016-12-21","Article","10.1556/AAgr.60.2012.2.2","","",60,2,97,108,3
0,"R. Gašparová, J. Titiš, F. Kraic","Synthesis of furo[3,2-b]pyrrole-5-carboxhydrazides and their Cu, CO and Ni complexes",2012,"The Scientific World Journal","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871929491&doi=10.1100%2f2012%2f915798&partnerID=40&md5=cceca87ddfbe82f90eb68f83b86ad63c","",160,"2016-12-21","Article","10.1100/2012/915798","","",2012,0,0,0,0
28,"L. Remenárová, M. Pipíška, M. Horník, M. Rozložník, J. Augustín, J. Lesný","Biosorption of cadmium and zinc by activated sludge from single and binary solutions: Mechanism, equilibrium and experimental design study",2012,"Journal of the Taiwan Institute of Chemical Engineers","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860344132&doi=10.1016%2fj.jtice.2011.12.004&partnerID=40&md5=e2faa09eeac76b81ed436791c08eda1a","",161,"2016-12-21","Article","10.1016/j.jtice.2011.12.004","","",43,3,433,443,28
17,"M. Idešicová, Ľ. Dlháň, J. Moncoľ, J. Titiš, R. Boča","Zero-field splitting in tetracoordinate Co(II) complexes",2012,"Polyhedron","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858294305&doi=10.1016%2fj.poly.2012.01.023&partnerID=40&md5=ff35b0d0017c33c24296c9ba7cccf645","",162,"2016-12-21","Article","10.1016/j.poly.2012.01.023","","",36,1,79,84,17
8,"M. Šebová, R. Boča, Ľ. Dlháň, I. Nemec, B. Papánková, J. Pavlik, H. Fuess","Direct determination of zero-field splitting in Co(II) complexes by FAR infrared spectroscopy",2012,"Inorganica Chimica Acta","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857239174&doi=10.1016%2fj.ica.2011.10.073&partnerID=40&md5=aace9a3ac4bc7d0217f13451e02541fa","",163,"2016-12-21","Article","10.1016/j.ica.2011.10.073","","",383,0,143,151,8
13,"T.-Y. Jung, D. Li, J.-T. Park, S.-M. Yoon, P.L. Tran, B.-H. Oh, Š. Janeček, S.G. Park, E.-J. Woo, K.-H. Park","Association of novel domain in active site of archaic hyperthermophilic maltogenic amylase from Staphylothermus marinus",2012,"Journal of Biological Chemistry","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863239712&doi=10.1074%2fjbc.M111.304774&partnerID=40&md5=3287eb64dbea228ac9460dae0823aecc","",164,"2016-12-21","Article","10.1074/jbc.M111.304774","","",287,11,7979,7989,13
9,"T. Durcekova, K. Boronova, J. Mocak, J. Lehotay, J. Cizmarik","QSRR models for potential local anaesthetic drugs using high performance liquid chromatography",2012,"Journal of Pharmaceutical and Biomedical Analysis","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-82255192343&doi=10.1016%2fj.jpba.2011.09.035&partnerID=40&md5=94eece99042d2dbad1ceb470bf24f72f","",165,"2016-12-21","Article","10.1016/j.jpba.2011.09.035","","",59,1,209,216,9
27,"E.N. Chygorin, O.V. Nesterova, J.A. Rusanova, V.N. Kokozay, V.V. Bon, R. Boča, A. Ozarowski","Novel heterometallic schiff base complexes featuring unusual tetranuclear {Co III 2Fe III 2(μ-O) 6} and octanuclear {Co III 4Fe III 4(μ-O) 14} cores: Direct synthesis, crystal structures, and magnetic properties",2012,"Inorganic Chemistry","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855398596&doi=10.1021%2fic2017962&partnerID=40&md5=93e4e73656fbeb449ed6412802f73c1e","",166,"2016-12-21","Article","10.1021/ic2017962","","",51,1,386,396,27
1,"R. Nováková","Scientific-research cluster as a form of knowledge transfer [Znanstvenoistraživački klaster kao oblik prijenosa znanja]",2011,"Drvna Industrija","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84255182792&doi=10.5552%2fdrind.2011.1120&partnerID=40&md5=92ad6fa651c0eb2ddadf991199cea3b3","",167,"2016-12-21","Article","10.5552/drind.2011.1120","","",62,4,291,300,1
0,"D. Mikulíková, V. Horváthová, L. Rückschloss, S. Gavurníková, A. Žofajová, J. Kraic","Differences between wheat cultivars in grain parameters related to ethanol production [Razlike med{stroke}u kulturama pšenice u parametrima zrna u odnosu na proizvodnju etanola]",2011,"Poljoprivreda","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856026556&partnerID=40&md5=5cacfd1e179b57c7664bad79860fd3a6","",168,"2016-12-21","Article","","","",17,2,3,7,0
45,"J. Titiš, R. Boča","Magnetostructural D correlations in hexacoordinated cobalt(II) complexes",2011,"Inorganic Chemistry","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-81255149944&doi=10.1021%2fic202108j&partnerID=40&md5=4b9867853f2936bfd3376de1fd2a3271","",169,"2016-12-21","Article","10.1021/ic202108j","","",50,22,11838,11845,45
1,"D. Chmelová, M. Ondrejovič, V. Ondáš, E. Šturdík","Influence of cultivation conditions on production of lignocellulolytic enzymes by Ceriporiopsis subvermispora",2011,"Biologia","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79961136794&doi=10.2478%2fs11756-011-0103-5&partnerID=40&md5=6dfe90f34fdf6c0fda21ff24c7ee5b6a","",170,"2016-12-21","Article","10.2478/s11756-011-0103-5","","",66,5,748,754,1
4,"N. Faragová, K. Gottwaldová, J. Faragó","Effect of transgenic alfalfa plants with introduced gene for Alfalfa Mosaic Virus coat protein on rhizosphere microbial community composition and physiological profile",2011,"Biologia","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79961157138&doi=10.2478%2fs11756-011-0082-6&partnerID=40&md5=16531e6880907594fd1a5799bbf5db03","",171,"2016-12-21","Article","10.2478/s11756-011-0082-6","","",66,5,768,777,4
7,"C. Rajnák, J. Titiš, R. Boča, J. Moncoĺ, Z. Padělkova","Self-assembled cobalt(II) Schiff base complex: Synthesis, structure, and magnetic properties",2011,"Monatshefte fur Chemie","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051796455&doi=10.1007%2fs00706-011-0521-7&partnerID=40&md5=9286b99b9d98cbc2b6dfd01c91a017dc","",172,"2016-12-21","Article","10.1007/s00706-011-0521-7","","",142,8,789,795,7
1,"Z. Šramková, E. Gregová, S. Šliková, E. Šturdík","Diversity of seed storage proteins in common wheat (Triticum aestivum L.)",2011,"Plant Genetic Resources: Characterisation and Utilisation","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960142052&doi=10.1017%2fS1479262111000554&partnerID=40&md5=bc9e4be8e89cc8272e1217f289234b6f","",173,"2016-12-21","Article","10.1017/S1479262111000554","","",9,2,256,259,1
0,"L. Huraj, G.F. Michal'čonok","Privacy concept of Slovak national eID-model",2011,"Applications of Mathematics and Computer Engineering - American Conference on Applied Mathematics, AMERICAN-MATH'11, 5th WSEAS International Conference on Computer Engineering and Applications, CEA'11","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958707681&partnerID=40&md5=49d4bbe2439fa669e62766200c7341f8","",174,"2016-12-21","Conference Paper","","","",0,0,82,86,0
0,"M.H. Kalinová, S. Horal, G.F. Michal'čonok","Analysis of static properties of complex dynamic systems using the data mining technology proposal of the multidimensional scheme",2011,"Applications of Mathematics and Computer Engineering - American Conference on Applied Mathematics, AMERICAN-MATH'11, 5th WSEAS International Conference on Computer Engineering and Applications, CEA'11","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958741407&partnerID=40&md5=02c8bce87b8eec596b444b3dc0ab7065","",175,"2016-12-21","Conference Paper","","","",0,0,78,81,0
0,"V. Ondáš, V. Horváthová, E. Šturdík","Lipids-free waxy corn starch as a substrate for distillery yeasts Saccharomyces cerevisiae",2011,"Biologia","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953794767&doi=10.2478%2fs11756-011-0047-9&partnerID=40&md5=1f84998300908dd59bf3111e1f776b97","",176,"2016-12-21","Article","10.2478/s11756-011-0047-9","","",66,3,395,400,0
2,"B. Vidová, E. Tóthová, L. Blahut, V. Horváthová, A. Godány","Multiplex PCR for detection of Escherichia coli O157:H7 in foods",2011,"Biologia","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953770465&doi=10.2478%2fs11756-011-0052-z&partnerID=40&md5=db795194e423b81b41b1de327528ff7f","",177,"2016-12-21","Article","10.2478/s11756-011-0052-z","","",66,3,401,405,2
30,"D.S. Nesterov, V.N. Kokozay, J. Jezierska, O.V. Pavlyuk, R. Boča, A.J.L. Pombeiro","Heterometallic Cu/Co and Cu/Co/Zn complexes bearing rare asymmetric tetranuclear cores: Synthesis, structures, and magnetic and catalytic properties toward the peroxidative oxidation of cycloalkanes",2011,"Inorganic Chemistry","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955832504&doi=10.1021%2fic102543m&partnerID=40&md5=8d2064d29e834f8909f86607dbd90630","",178,"2016-12-21","Article","10.1021/ic102543m","","",50,10,4401,4411,30
13,"J. Hudák, R. Boča, Ľ. Dlháň, J. Kožíšek, J. Moncoľ","Structure and magnetism of mono-, di-, and trinuclear benzoato cobalt(II) complexes",2011,"Polyhedron","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953856320&doi=10.1016%2fj.poly.2011.02.047&partnerID=40&md5=71f1c4e029f172220db32d531276e9e0","",179,"2016-12-21","Article","10.1016/j.poly.2011.02.047","","",30,7,1367,1373,13
9,"M. Šebová, V. Jorík, J. Moncoľ, J. Kožíšek, R. Boča","Structure and magnetism of Co(II) complexes with bidentate heterocyclic ligand Hsalbim derived from benzimidazole",2011,"Polyhedron","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953191765&doi=10.1016%2fj.poly.2011.01.021&partnerID=40&md5=0a06bd04c44e6acc226726dd89716892","",180,"2016-12-21","Article","10.1016/j.poly.2011.01.021","","",30,6,1163,1170,9
34,"L. Vrtoch, M. Pipíška, M. Horník, J. Augustín, J. Lesný","Sorption of cesium from water solutions on potassium nickel hexacyanoferrate-modified Agaricus bisporus mushroom biomass",2011,"Journal of Radioanalytical and Nuclear Chemistry","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952282956&doi=10.1007%2fs10967-010-0837-5&partnerID=40&md5=e4828a23590b63c216cf87430fdc7172","",181,"2016-12-21","Article","10.1007/s10967-010-0837-5","","",287,3,853,862,34
2,"J. Kováčová, J. Lehotay, E. Úrgeová, J. Mocák, J. Čižmárik","Determination of selected flavonoids in hop extract by HPLC",2011,"Journal of Liquid Chromatography and Related Technologies","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952586102&doi=10.1080%2f10826076.2011.551596&partnerID=40&md5=f906ba0a563cbb14168ca3d07e6cdee2","",182,"2016-12-21","Article","10.1080/10826076.2011.551596","","",34,5,329,340,2
27,"M. Havrlentová, Z. Petruláková, A. Burgárová, F. Gago, A. Hlinková, E. Šturdík","Cereal β-glucans and their significance for the preparation of functional foods - A review",2011,"Czech Journal of Food Sciences","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951701650&partnerID=40&md5=1f3e762d2ef0fb4586cc1e8cddb40e41","",183,"2016-12-21","Review","","","",29,1,1,14,27
