Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type
0,"Lukas Lauko, Frantisek Cacho, Katarina Lenghartova, Jana Sadecka, Ernest Beinrohr","Determination of Nitrates in Water Samples by In-Electrode Coulometric Titration in Copper Coated Porous Vitreous Carbon Electrode",2015,"ELECTROANALYSIS","","","",213,"2016-05-17","Journal article"
0,"Jakub Mihalciak, Petra Bertova, Zdenka Ruzickova, Jan Moncol, Peter Segla, Roman Boca","Structure and magnetism of novel dinuclear cobalt(II) complexes",2015,"INORGANIC CHEMISTRY COMMUNICATIONS","","","",214,"2016-05-17","Journal article"
0,"Julia Horilova, Beata Cunderlikova, Alzbeta Marcek Chorvatova","Time- and spectrally resolved characteristics of flavin fluorescence in U87MG cancer cells in culture",2015,"JOURNAL OF BIOMEDICAL OPTICS","","","",215,"2016-05-17","Journal article"
0,"Jan Vanco, Zdenek Travnicek, Ondrej Kozak, Roman Boca","Structural, Magnetic and Luminescent Properties of Lanthanide Complexes with N-Salicylideneglycine",2015,"INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES","","","",216,"2016-05-17","Journal article"
0,"Jarmila Krnanova, Natalia Denderz, Jozef Lehotay, Matus Samohyl","Determination of Some Flavonoids by HPLC Using Quercetin-Molecularly Imprinted Polymers",2015,"JOURNAL OF LIQUID CHROMATOGRAPHY & RELATED TECHNOLOGIES","","","",217,"2016-05-17","Journal article"
0,"Nela Farkasova, Juraj Cernak, Larry R. Falvello, Martin Orendac, Roman Boca","Synthesis, crystal structure and magnetic properties of (acetato-kappa O-2,O ')bis(5,5 '-dimethyl-2,2 '-bipyridine-kappa N-2,N ')nickel(II) perchlorate monohydrate",2015,"ACTA CRYSTALLOGRAPHICA SECTION C-STRUCTURAL CHEMISTRY","","","",218,"2016-05-17","Journal article"
0,"Vladimir Fristak, Tatiana Gablovicova, Martin Pipiska, Barbora Michalekova, Juraj Lesny","Application of Zn-65 and Mn-54 isotopic dilution for evaluation of available soil manganese and zinc fractions in Western Slovak region",2015,"JOURNAL OF RADIOANALYTICAL AND NUCLEAR CHEMISTRY","","","",219,"2016-05-17","Journal article"
0,"K. Lenghartova, L. Lauko, E. Beinrohr","Analytical Methods for the Determination of Nitrites",2015,"CHEMICKE LISTY","","","",220,"2016-05-17","Journal article"
0,"Jozef Uhrovcik, Juraj Lesny","Determination of indium in liquid crystal displays by flame atomic absorption spectrometry",2015,"JOURNAL OF INDUSTRIAL AND ENGINEERING CHEMISTRY","","","",221,"2016-05-17","Journal article"
0,"Lenka Blazekova, Petra Polakovicova, Lucia Mikusova, Kristina Kukurova, Vojtech Saxa, Zuzana Ciesarova, Ernest Sturdik","Development of Innovative Health Beneficial Bread using a Fermented Fibre-glucan Product",2015,"CZECH JOURNAL OF FOOD SCIENCES","","","",222,"2016-05-17","Journal article"
0,"Marian Host'ovecky, Filip Cicka","Design and Development of Serious Game Focused on English Prepositions",2015,"CREATIVITY IN INTELLIGENT TECHNOLOGIES AND DATA SCIENCE, CIT&DS 2015","","","",223,"2016-05-17","Review"
0,"Lukas Lauko, Roman Hudec, Katarina Lenghartova, Alena Manova, Frantisek Cacho, Ernest Beinrohr","Simple Electrochemical Determination of Hydrazine in Water",2015,"POLISH JOURNAL OF ENVIRONMENTAL STUDIES","","","",225,"2016-05-17","Journal article"
0,"Katarina Lenghartova, Lukas Lauko, Frantisek Cachob, Ernest Beinrohr","Determination of Nitrites in Water by In-electrode Coulometric Titration in Reticulated Vitreous Carbon Electrode",2015,"ACTA CHIMICA SLOVENICA","","","",226,"2016-05-17","Journal article"
0,"Maria Maliarova, Tibor Maliar, Erik Kroslak, Jozef Sokol, Peter Nemecek, Pavol Nechvatal","Antioxidant and proteinase inhibition activity of main oat avenanthramides",2015,"JOURNAL OF FOOD AND NUTRITION RESEARCH","","","",228,"2016-05-17","Journal article"
0,"Oksana V. Nesterova, Eduard N. Chygorin, Vladimir N. Kokozay, Irina V. Omelchenko, Oleg V. Shishkin, Roman Boca, Armando J. L. Pombeiro","A self-assembled octanuclear complex bearing the uncommon close-packed {Fe4Mn4(mu(4)-O)(4)(mu-O)(4)} molecular core",2015,"DALTON TRANSACTIONS","","","",230,"2016-05-17","Journal article"
0,"Jiri Pospichal","Solving Circle Packing Problem by Neural Gas",2015,"MENDEL 2015: RECENT ADVANCES IN SOFT COMPUTING","","","",231,"2016-05-17","Review"
0,"Marek Simon, Ladislav Huraj, Miroslav Olvecky, Vladimir Siladi","A Framework for DDoS Botnet Attack Representation Using P2P Grid Environment",2015,"2ND INTERNATIONAL CONFERENCE ON COMMUNICATION AND TECHNOLOGY (ICCT 2015)","","","",232,"2016-05-17","Journal article"
0,"Marek Simon, Ladislav Huraj, Marian Host'ovecky","IPv6 Network DDoS Attack with P2P Grid",2015,"CREATIVITY IN INTELLIGENT TECHNOLOGIES AND DATA SCIENCE, CIT&DS 2015","","","",233,"2016-05-17","Review"
0,"Jiri Smid, Zuzana Godalova, Lubica Piknova, Peter Siekel, Tomas Kuchta","Semi-quantitative estimation of soya protein-based additives in meat products using real-time polymerase chain reaction",2015,"JOURNAL OF FOOD AND NUTRITION RESEARCH","","","",234,"2016-05-17","Journal article"
0,"Jaroslav Vatral, Roman Boca","Redox Behavior of Dopamine in the Presence of Ferritin",2015,"ECS ELECTROCHEMISTRY LETTERS","","","",235,"2016-05-17","Journal article"
0,"L. Huraj, V. Siladi","Evaluating grid computing platform for snow cover",2014,"JOURNAL OF SCIENTIFIC & INDUSTRIAL RESEARCH","","","",236,"2016-05-17","Journal article"
0,"E. Ivanisova, M. Ondrejovic, D. Chmelova, T. Maliar, M. Havrlentova, L'. Rueckschloss","Antioxidant Activity and Polyphenol Content in Milling Fractions of Purple Wheat",2014,"CEREAL RESEARCH COMMUNICATIONS","","","",237,"2016-05-17","Journal article"
0,"Zuzana Dueresova, Anna Sunovska, Miroslav Hornik, Martin Pipiska, Marcela Gubisova, Jozef Gubis, Stanislav Hostin","Rhizofiltration potential of Arundo donax for cadmium and zinc removal from contaminated wastewater",2014,"CHEMICAL PAPERS","","","",240,"2016-05-17","Journal article"
0,"Sevi Oz, Nurcan Acar, Ingrid Svoboda, Jan Titis, Roman Boca, Orhan Atakol","Synthesis, structure and magnetic properties of homotrinuclear Ni(II) complexes with asymmetric Schiff-base ligands",2014,"INORGANICA CHIMICA ACTA","","","",241,"2016-05-17","Journal article"
0,"M. Babulicova, N. Faragova","The Influence of Winter Wheat Continuous Cropping and Fertilization on the Crop Yields and Microbial Soil Diversity",2014,"CEREAL RESEARCH COMMUNICATIONS","","","",242,"2016-05-17","Journal article"
0,"Vladimir Frecer, Stanislav Miertus","Rational Design of Antiviral Compounds",2014,"CURRENT PHARMACEUTICAL DESIGN","","","",248,"2016-05-17","Journal article"
0,"Katarina Ondreickova, Daniel Mihalik, Andrej Ficek, Martina Hudcovicova, Jan Kraic, Hana Drahovska","IMPACT OF GENETICALLY MODIFIED MAIZE ON THE GENETIC DIVERSITY OF RHIZOSPHERE BACTERIA: A TWO-YEAR STUDY IN SLOVAKIA",2014,"POLISH JOURNAL OF ECOLOGY","","","",253,"2016-05-17","Journal article"
0,"Andrea Hlinkova, Adriana Bednarova, Michaela Havrlentova, Jana Supova, Iveta Cicova","Evaluation of fatty acid composition among selected amaranth grains grown in two consecutive years",2013,"BIOLOGIA","","","",262,"2016-05-17","Journal article"
0,"Michaela Havrlentova, Andrea Hlinkova, Jana Supova, Adriana Bednarova, Darina Muchova, Maria Lichvarova","Improved quality of poppy seeds for human needs",2013,"CURRENT OPINION IN BIOTECHNOLOGY","","","",263,"2016-05-17","Journal article"
0,"Jan Kraic, Daniel Mihalik, Edita Gregova, Svetlana Slikova, Valeria Sudyova, Tatiana Klempova, Milan Certik, Martina Hudcovicova, Katarina Ondreickova, Andrea Hlinkova, Michaela Havrlentova, Jozef Gubis","Cereals improvement by plant biotechnology approaches",2013,"CURRENT OPINION IN BIOTECHNOLOGY","","","",264,"2016-05-17","Journal article"
0,"Katarina Vulganova, Eva Uergeova","Extraction of hyaluronic acid from eggshell membranes",2013,"CURRENT OPINION IN BIOTECHNOLOGY","","","",265,"2016-05-17","Journal article"
0,"Juraj Hudak, Tomas Mikysek, Roman Boca, Karel Vytras","Abrasive Voltammetry of Trinuclear Cobalt-Benzoato Complex with iso-Nicotinamide at a Carbon Paste Electrode (vol 8, pg 4792, 2013)",2013,"INTERNATIONAL JOURNAL OF ELECTROCHEMICAL SCIENCE","","","",266,"2016-05-17","Journal article"
0,"Renata Gasparova, Pavol Kois, Margita Lacova, Silvia Kovacova, Andrej Bohac","Synthesis, reactions and antineoplastic activity of 3-(2-oxo-2H-chromen-3-yl)-2-oxo-2H,5H-pyrano[3,2-c]chromene derivatives",2013,"CENTRAL EUROPEAN JOURNAL OF CHEMISTRY","","","",267,"2016-05-17","Journal article"
0,"Eva Uergeova, Katarina Vulganova, L'udovit Polivka","Content of selected secondary metabolites in wild hop",2013,"CHEMICAL PAPERS","","","",268,"2016-05-17","Journal article"
0,"Lenka Duchonova, Viera Horvathova, Ernest Sturdik","DEVELOPMENT OF INNOVATIVE FOODS ENRICHED BY FERMENTED LOW-ENERGY MAIZE PRODUCT",2013,"PROCEEDINGS OF THE 9TH INTERNATIONAL CONFERENCE ON POLYSACCHARIDES-GLYCOSCIENCE","","","",269,"2016-05-17","Review"
0,"Viera Horvathova, Lenka Duchonova, Ernest Sturdik","DEVELOPMENT OF FERMENTED LOW-ENERGY PRODUCT FROM CORNMEAL AS FOOD ADDITIVE",2013,"PROCEEDINGS OF THE 9TH INTERNATIONAL CONFERENCE ON POLYSACCHARIDES-GLYCOSCIENCE","","","",272,"2016-05-17","Review"
0,"Victor F. Shul'gin, Oleg V. Konnik, Alexey N. Gusev, Roman Boca, Lubor Dlhan, Eduard B. Rusanov, Grygory G. Alexandrov, Igor L. Eremenko, Wolfgang Linert","Spacer-armed copper(II) complexes with benzenecarboxylic acids and trifluoroacetylacetone aroylhydrazones",2013,"DALTON TRANSACTIONS","","","",273,"2016-05-17","Journal article"
0,"Viera Horvathova, Lukas Vetrik, Maria Babulicova, L'ubomir Rueckschloss","Effect fertilizing of cereals for ethanol production",2012,"JOURNAL OF BIOTECHNOLOGY","","","",274,"2016-05-17","Journal article"
0,"Eva Urgeova, Ludovit Polivka, Stefania Vaverkova","Onions - A potential source of biopesticides",2012,"JOURNAL OF BIOTECHNOLOGY","","","",275,"2016-05-17","Journal article"
0,"Roman Boca","Molecular Symmetry",2012,"HANDBOOK OF MAGNETOCHEMICAL FORMULAE","","","",276,"2016-05-17","Journal article"
0,"Roman Boca","A Handbook of Magnetochemical Formulae Preface",2012,"HANDBOOK OF MAGNETOCHEMICAL FORMULAE","","","",277,"2016-05-17","Journal article"
0,"Roman Boca","Coupling Coefficients",2012,"HANDBOOK OF MAGNETOCHEMICAL FORMULAE","","","",278,"2016-05-17","Journal article"
0,"Roman Boca","From Operators to Response Functions",2012,"HANDBOOK OF MAGNETOCHEMICAL FORMULAE","","","",279,"2016-05-17","Journal article"
0,"Roman Boca","Free-Atom Energy Levels",2012,"HANDBOOK OF MAGNETOCHEMICAL FORMULAE","","","",280,"2016-05-17","Journal article"
0,"Roman Boca","Magnetism of Mononuclear Spin Systems",2012,"HANDBOOK OF MAGNETOCHEMICAL FORMULAE","","","",281,"2016-05-17","Journal article"
0,"Roman Boca","Magnetic Angular Momentum",2012,"HANDBOOK OF MAGNETOCHEMICAL FORMULAE","","","",282,"2016-05-17","Journal article"
0,"Roman Boca","Magnetism of Manifold Term Systems",2012,"HANDBOOK OF MAGNETOCHEMICAL FORMULAE","","","",283,"2016-05-17","Journal article"
0,"Roman Boca","Magnetism of Polynuclear Spin Systems",2012,"HANDBOOK OF MAGNETOCHEMICAL FORMULAE","","","",284,"2016-05-17","Journal article"
0,"Roman Boca","Spin Algebra for the Exchange Interaction",2012,"HANDBOOK OF MAGNETOCHEMICAL FORMULAE","","","",285,"2016-05-17","Journal article"
0,"Roman Boca","Symmetry of the Spin Systems",2012,"HANDBOOK OF MAGNETOCHEMICAL FORMULAE","","","",286,"2016-05-17","Journal article"
0,"Roman Boca","Magnetism of Dinuclear Spin Systems",2012,"HANDBOOK OF MAGNETOCHEMICAL FORMULAE","","","",287,"2016-05-17","Journal article"
0,"Roman Boca","Magnetism of Trinuclear Spin Systems",2012,"HANDBOOK OF MAGNETOCHEMICAL FORMULAE","","","",288,"2016-05-17","Journal article"
0,"Roman Boca","Magnetism of Polyhedral Spin Systems",2012,"HANDBOOK OF MAGNETOCHEMICAL FORMULAE","","","",289,"2016-05-17","Journal article"
0,"Roman Boca","Magnetism of Chains and Rings",2012,"HANDBOOK OF MAGNETOCHEMICAL FORMULAE","","","",290,"2016-05-17","Journal article"
0,"Frantisek Cacho, Lukas Lauko, Alena Manova, Jan Dzurov, Ernest Beinrohr","Sequential Determination of Total Arsenic and Cadmium in Concentrated Cadmium Sulphate Solutions by Flow-Through Stripping Chronopotentiometry after Online Cation Exchanger Separation",2012,"JOURNAL OF ANALYTICAL METHODS IN CHEMISTRY","","","",291,"2016-05-17","Journal article"
0,"Lubomir Dasko, Jozef Drimal, Marta Klimekova, Eva Uergeova","Response of organically and conventionally produced potatoes to a controlled attack of a pathogen",2012,"JOURNAL OF FOOD AND NUTRITION RESEARCH","","","",292,"2016-05-17","Journal article"
0,"Renata Gasparova, Jan Titis, Filip Kraic","Synthesis of Furo[3,2-b]pyrrole-5-carboxhydrazides and Their Cu, CO and Ni Complexes",2012,"SCIENTIFIC WORLD JOURNAL","","","",293,"2016-05-17","Journal article"
0,"Jana Jurinova","The Use of Multimedia in Technical Education",2012,"DIVAI 2012: 9TH INTERNATIONAL SCIENTIFIC CONFERENCE ON DISTANCE LEARNING IN APPLIED INFORMATICS: CONFERENCE PROCEEDINGS","","","",294,"2016-05-17","Book"
0,"Lucia Remenarova, Martin Pipiska, Miroslav Hornik, Marian Rozloznik, Jozef Augustin, Gerhard Soja","CADMIUM AND ZINC SORPTION FROM SINGLE AND BINARY SOLUTIONS BY STRAW BIOCHAR: THE ROLE OF FUNCTIONAL GROUPS",2012,"5TH INTERNATIONAL SYMPOSIUM ON BIOSORPTION AND BIOREMEDIATION","","","",295,"2016-05-17","Journal article"
0,"Daniela Chmelova, Miroslav Ondrejovic, Vladimr Ondas, Ernest Sturdik","Influence of cultivation conditions on production of lignocellulolytic enzymes by Ceriporiopsis subvermispora",2011,"BIOLOGIA","","","",296,"2016-05-17","Journal article"
0,"Juraj Farago, Filip Kluciarovsky, Ivana Psenakova","Bioactive polyphenols and flavonoids in cell cultures of hops (Humulus lupulus L.)",2011,"CURRENT OPINION IN BIOTECHNOLOGY","","","",297,"2016-05-17","Journal article"
0,"Viera Horvathova, Jana Jurovata, Frantisek Gago, Ernest Sturdik","Fermentation of wheat and triticale and analysis of the nutrition benefit components in solid fractions obtained during the ethanol conversion",2011,"CURRENT OPINION IN BIOTECHNOLOGY","","","",298,"2016-05-17","Journal article"
0,"Zuzana Sramkova, Edita Gregova, Svetlana Slikova, Ernest Sturdik","Diversity of seed storage proteins in common wheat (Triticum aestivum L.)",2011,"PLANT GENETIC RESOURCES-CHARACTERIZATION AND UTILIZATION","","","",299,"2016-05-17","Journal article"
0,"Vladimir Ondas, Viera Horvathova, Ernest Sturdik","Lipids-free waxy corn starch as a substrate for distillery yeasts Saccharomyces cerevisiae",2011,"BIOLOGIA","","","",300,"2016-05-17","Journal article"
0,"Daniela Borosova, Alena Manova, Jan Mocak, Ernest Beinrohr","Determination of nickel in hair samples by graphite furnace atomic absorption spectrometry and flow-through stripping chronopotentiometry",2010,"ANALYTICAL METHODS","","","",303,"2016-05-17","Journal article"
0,"Viera Mrazova, Jan Mocak, Adriana Bednarova, Jan Balla","Comparison of IFCC and NGSP methods for determination of glycated haemoglobin using advanced regression techniques",2010,"CENTRAL EUROPEAN JOURNAL OF CHEMISTRY","","","",304,"2016-05-17","Journal article"
0,"Jana Jurovata, Frantisek Gago, Zuzana Sramkova, Filip Kraic, Ernest Sturdik","Content of Selected Nutrition and Health Benefit Components in the Wheat Varieties",2010,"JOURNAL OF BIOTECHNOLOGY","","","",305,"2016-05-17","Journal article"
0,"Viera Horvathova, Vladimir Ondas, Katarina Tomsikova, Ernest Sturdik","FRACTIONATION OF WHEAT GROATS FOR FERMENTATIVE ETHANOL PRODUCTION",2010,"PROCEEDINGS OF THE 6TH INTERNATIONAL CONFERENCE ON POLYSACCHARIDES-GLYCOSCIENCE","","","",306,"2016-05-17","Review"
0,"Jana Jurovata, Hana Sukopova, Filip Kraic, Frantisek Gago","CHEMOMETRIC EVALUATION OF WHEAT QUALITY FOR BIOFUEL PRODUCTION",2010,"PROCEEDINGS OF THE 6TH INTERNATIONAL CONFERENCE ON POLYSACCHARIDES-GLYCOSCIENCE","","","",307,"2016-05-17","Review"
0,"Vladimir Ondas, Kristina Vasinova, Viera Horvathova, Ernest Sturdik","LIPIDS CONTENT DECREASING FOR BETTER CORN STARCH UTILIZATION",2010,"PROCEEDINGS OF THE 6TH INTERNATIONAL CONFERENCE ON POLYSACCHARIDES-GLYCOSCIENCE","","","",308,"2016-05-17","Review"
0,"Jan Halgas, Viera Kolenova, Zuzana Stevikova, Lucia Perasinova, Jozef Kozisek","New Cu(II), Co(II), and Ni(II) complexes with thieno[2,3-b]pyridine and 2-methylthieno[2,3-b]pyridine as ligands: Synthesis and crystal structures",2009,"CHEMICAL PAPERS","","","",310,"2016-05-17","Journal article"
0,"M Kokindova, J Kraic","Genetic variation of Triticum turgidum accessions characterized by DNA markers",2005,"BIOLOGIA","","","",311,"2016-05-17","Journal article"
0,"V Durikovic, M Durikovicova","Topological structure of solution sets to parabolic problems",2005,"TOPOLOGICAL METHODS IN NONLINEAR ANALYSIS","","","",312,"2016-05-17","Journal article"
0,"E Kostolansky","On the duration of the total eclipse of a satellite of a body",2002,"IMA JOURNAL OF APPLIED MATHEMATICS","","","",313,"2016-05-17","Journal article"
63,"D Romanova, A Vachalkova, L Cipak, Z Ovesna, P Rauko","Study of antioxidant effect of apigenin, luteolin and quercetin by DNA protective method",2001,"NEOPLASMA","","","",3,"2015-11-17","Journal article"
59,"T Maliar, A Jedinak, J Kadrabova, E Sturdik","Structural aspects of flavonoids as trypsin inhibitors",2004,"EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY","","","","4,2015-11-15","Journal article"
5,"Katarina Valachova, Viera Horvathova","Starch degradation by glucoamylase Glm from Saccharomycopsis fibuligera IFO 0111 in the presence and absence of a commercial pullulanase",2007,"CHEMISTRY & BIODIVERSITY","","","","98","2015-11-17","Journal article"
1,"Natalia Faragova, Katarina Gottwaldova, Juraj Farago","Effect of transgenic alfalfa plants with introduced gene for Alfalfa Mosaic Virus coat protein on rhizosphere microbial community composition and physiological profile",2011,"BIOLOGIA","","","",167,"2015-11-17","Journal article"
0,"Lubomir Dasko, Jozef Drimal, Marta Klimekova, Eva Uergeova","Response of organically and conventionally produced potatoes to a controlled attack of a pathogen",2012,"JOURNAL OF FOOD AND NUTRITION RESEARCH","","","","276","2015-11-17","Journal article"
0,"Katarina Vulganova, Eva Uergeova","Extraction of hyaluronic acid from eggshell membranes",2013,"CURRENT OPINION IN BIOTECHNOLOGY","","","","245","2015-11-17","Journal article"
0,"Eva Uergeova, Katarina Vulganova, L'udovit Polivka","Content of selected secondary metabolites in wild hop",2013,"CHEMICAL PAPERS","","","","249,2015-11-17","Journal article"
3,"K. Svetkova, A. Fargasova","Phytotoxicity of washing wastewaters from a cutlery production line",2007,"BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY","","","","113","2015-11-15","Journal article"
4,"Z Puterova, A Krutosikova, A Lycka, T Durcekova","Reactions of substituted furan-2-carboxaldehydes and furo[b]pyrrole type aldehydes with benzothiazolium salts",2004,"MOLECULES","","","",116,"2015-11-15","Journal article"
0,"Renata Gasparova, Jan Titis, Filip Kraic","Synthesis of Furo[3,2-b]pyrrole-5-carboxhydrazides and Their Cu, CO and Ni Complexes",2012,"SCIENTIFIC WORLD JOURNAL","","","",277,"2015-11-15","Journal article"
